"SPECIES_NAME","GENUS","SPECIES_NAME_trimmed","full_species_name"
"Abietinella abietina","Abietinella","Abietinella abietina",TRUE
"Acaena novae-zelandiae","Acaena","Acaena novae-zelandiae",TRUE
"Achillea atrata","Achillea","Achillea atrata",TRUE
"Achillea millefolium","Achillea","Achillea millefolium",TRUE
"Achnatherum calamagrostis","Achnatherum","Achnatherum calamagrostis",TRUE
"Aconitum delphiniifolium","Aconitum","Aconitum delphiniifolium",TRUE
"Aconitum septentrionale","Aconitum","Aconitum septentrionale",TRUE
"Aconitum villosum","Aconitum","Aconitum villosum",TRUE
"Adoxa moschatellina","Adoxa","Adoxa moschatellina",TRUE
"Agrostis ","Agrostis","Agrostis",FALSE
"Agrostis canina","Agrostis","Agrostis canina",TRUE
"Agrostis capillaris","Agrostis","Agrostis capillaris",TRUE
"Agrostis mertensii","Agrostis","Agrostis mertensii",TRUE
"Agrostis rupestris","Agrostis","Agrostis rupestris",TRUE
"Agrostis stolonifera","Agrostis","Agrostis stolonifera",TRUE
"Agrostis vinealis","Agrostis","Agrostis vinealis",TRUE
"Ajania tenuifolia","Ajania","Ajania tenuifolia",TRUE
"Ajuga australis","Ajuga","Ajuga australis",TRUE
"Alchemilla","Alchemilla","Alchemilla",FALSE
"Alchemilla ","Alchemilla","Alchemilla",FALSE
"Alchemilla alpina","Alchemilla","Alchemilla alpina",TRUE
"Alchemilla caucasica","Alchemilla","Alchemilla caucasica",TRUE
"Alchemilla vulgaris","Alchemilla","Alchemilla vulgaris",TRUE
"Alectoria ","Alectoria","Alectoria",FALSE
"Alectoria ochroleuca","Alectoria","Alectoria ochroleuca",TRUE
"Allium geyeri","Allium","Allium geyeri",TRUE
"Allocetraria madreporiformis","Allocetraria","Allocetraria madreporiformis",TRUE
"Alopecurus","Alopecurus","Alopecurus",FALSE
"Alopecurus alpinus","Alopecurus","Alopecurus alpinus",TRUE
"Alopecurus magellanicus","Alopecurus","Alopecurus magellanicus",TRUE
"Alopecurus ovatus","Alopecurus","Alopecurus ovatus",TRUE
"Alopecurus pratensis","Alopecurus","Alopecurus pratensis",TRUE
"Anaphalis lactea","Anaphalis","Anaphalis lactea",TRUE
"Anastrophyllum","Anastrophyllum","Anastrophyllum",FALSE
"ANDBUN_UNK","ANDBUN_UNK","ANDBUN_UNK",FALSE
"Andromeda polifolia","Andromeda","Andromeda polifolia",TRUE
"Androsace chamaejasme","Androsace","Androsace chamaejasme",TRUE
"Androsace obtusifolia","Androsace","Androsace obtusifolia",TRUE
"Androsace ochotensis","Androsace","Androsace ochotensis",TRUE
"Androsace septentrionalis","Androsace","Androsace septentrionalis",TRUE
"Androsace triflora","Androsace","Androsace triflora",TRUE
"Anemonastrum narcissiflorum","Anemonastrum","Anemonastrum narcissiflorum",TRUE
"Anemonastrum richardsonii","Anemonastrum","Anemonastrum richardsonii",TRUE
"Anemone ","Anemone","Anemone",FALSE
"Anemone multifida","Anemone","Anemone multifida",TRUE
"Anemone obtusiloba","Anemone","Anemone obtusiloba",TRUE
"Anemone parviflora","Anemone","Anemone parviflora",TRUE
"Aneura pinguis","Aneura","Aneura pinguis",TRUE
"Angelica saxatilis","Angelica","Angelica saxatilis",TRUE
"Antennaria ","Antennaria","Antennaria",FALSE
"Antennaria alpina","Antennaria","Antennaria alpina",TRUE
"Antennaria canescens","Antennaria","Antennaria canescens",TRUE
"Antennaria dioica","Antennaria","Antennaria dioica",TRUE
"Antennaria friesiana","Antennaria","Antennaria friesiana",TRUE
"Antennaria lanata","Antennaria","Antennaria lanata",TRUE
"Antennaria media","Antennaria","Antennaria media",TRUE
"Antennaria monocephala","Antennaria","Antennaria monocephala",TRUE
"Antennaria rosea","Antennaria","Antennaria rosea",TRUE
"Anthelia julacea","Anthelia","Anthelia julacea",TRUE
"Anthelia juratzkana","Anthelia","Anthelia juratzkana",TRUE
"Anthemis cretica","Anthemis","Anthemis cretica",TRUE
"Anthoxanthum arcticum","Anthoxanthum","Anthoxanthum arcticum",TRUE
"Anthoxanthum monticola","Anthoxanthum","Anthoxanthum monticola",TRUE
"Anthoxanthum nipponicum","Anthoxanthum","Anthoxanthum nipponicum",TRUE
"Anthoxanthum nitens","Anthoxanthum","Anthoxanthum nitens",TRUE
"Anthoxanthum odoratum","Anthoxanthum","Anthoxanthum odoratum",TRUE
"Anthyllis vulneraria","Anthyllis","Anthyllis vulneraria",TRUE
"Aquilegia flabellata","Aquilegia","Aquilegia flabellata",TRUE
"Aquilonium plicatulum","Aquilonium","Aquilonium plicatulum",TRUE
"Arabidopsis lyrata","Arabidopsis","Arabidopsis lyrata",TRUE
"Arabis alpina","Arabis","Arabis alpina",TRUE
"Arabis caerulea","Arabis","Arabis caerulea",TRUE
"Arabis petraea","Arabis","Arabis petraea",TRUE
"Arabis soyeri","Arabis","Arabis soyeri",TRUE
"Arctagrostis latifolia","Arctagrostis","Arctagrostis latifolia",TRUE
"Arctoa glacialis","Arctoa","Arctoa glacialis",TRUE
"Arctoa starkei","Arctoa","Arctoa starkei",TRUE
"Arctoparmelia separata","Arctoparmelia","Arctoparmelia separata",TRUE
"Arctophila fulva","Arctophila","Arctophila fulva",TRUE
"Arctostaphylos ","Arctostaphylos","Arctostaphylos",FALSE
"Arctostaphylos alpinus","Arctostaphylos","Arctostaphylos alpinus",TRUE
"Arctostaphylos rubra","Arctostaphylos","Arctostaphylos rubra",TRUE
"Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi",TRUE
"Arenaria biflora","Arenaria","Arenaria biflora",TRUE
"Arenaria lychnidea","Arenaria","Arenaria lychnidea",TRUE
"Arenaria norvegica","Arenaria","Arenaria norvegica",TRUE
"Arenaria pseudofrigida","Arenaria","Arenaria pseudofrigida",TRUE
"Argentina anserina","Argentina","Argentina anserina",TRUE
"Argyrotegium fordianum","Argyrotegium","Argyrotegium fordianum",TRUE
"Argyrotegium nitidulum","Argyrotegium","Argyrotegium nitidulum",TRUE
"Armeria maritima","Armeria","Armeria maritima",TRUE
"Arnica ","Arnica","Arnica",FALSE
"Arnica alpina","Arnica","Arnica alpina",TRUE
"Arnica angustifolia","Arnica","Arnica angustifolia",TRUE
"Arnica griscomii","Arnica","Arnica griscomii",TRUE
"Arnica lessingii","Arnica","Arnica lessingii",TRUE
"Artemisia arctica","Artemisia","Artemisia arctica",TRUE
"Artemisia borealis","Artemisia","Artemisia borealis",TRUE
"Artemisia glomerata","Artemisia","Artemisia glomerata",TRUE
"Artemisia norvegica","Artemisia","Artemisia norvegica",TRUE
"Artemisia scopulorum","Artemisia","Artemisia scopulorum",TRUE
"Artemisia tridentata","Artemisia","Artemisia tridentata",TRUE
"Asahinea chrysantha","Asahinea","Asahinea chrysantha",TRUE
"Asperula gunnii","Asperula","Asperula gunnii",TRUE
"Aspicilia armeniaca","Aspicilia","Aspicilia armeniaca",TRUE
"Aster alpinus","Aster","Aster alpinus",TRUE
"Aster sibiricus","Aster","Aster sibiricus",TRUE
"Asterolasia trymalioides","Asterolasia","Asterolasia trymalioides",TRUE
"Astragalus ","Astragalus","Astragalus",FALSE
"Astragalus alpinus","Astragalus","Astragalus alpinus",TRUE
"Astragalus eucosmus","Astragalus","Astragalus eucosmus",TRUE
"Astragalus frigidus","Astragalus","Astragalus frigidus",TRUE
"Astragalus umbellatus","Astragalus","Astragalus umbellatus",TRUE
"Aulacomnium ","Aulacomnium","Aulacomnium",FALSE
"Aulacomnium acuminatum","Aulacomnium","Aulacomnium acuminatum",TRUE
"Aulacomnium palustre","Aulacomnium","Aulacomnium palustre",TRUE
"Aulacomnium turgidum","Aulacomnium","Aulacomnium turgidum",TRUE
"Australopyrum velutinum","Australopyrum","Australopyrum velutinum",TRUE
"Austrodanthonia nivicola","Austrodanthonia","Austrodanthonia nivicola",TRUE
"Austrolycopodium fastigiatum","Austrolycopodium","Austrolycopodium fastigiatum",TRUE
"Avenella flexuosa","Avenella","Avenella flexuosa",TRUE
"Barbilophozia","Barbilophozia","Barbilophozia",FALSE
"Barbilophozia ","Barbilophozia","Barbilophozia",FALSE
"Barbilophozia hatcheri","Barbilophozia","Barbilophozia hatcheri",TRUE
"Barbilophozia lycopodioides","Barbilophozia","Barbilophozia lycopodioides",TRUE
"Barbula ","Barbula","Barbula",FALSE
"Bare soil","Bare","Bare soil",TRUE
"Bartramia ithyphylla","Bartramia","Bartramia ithyphylla",TRUE
"Bartsia alpina","Bartsia","Bartsia alpina",TRUE
"Betula glandulosa","Betula","Betula glandulosa",TRUE
"Betula nana","Betula","Betula nana",TRUE
"Betula pubescens","Betula","Betula pubescens",TRUE
"Bistorta bistortoides","Bistorta","Bistorta bistortoides",TRUE
"Bistorta ochotensis","Bistorta","Bistorta ochotensis",TRUE
"Bistorta vivipara","Bistorta","Bistorta vivipara",TRUE
"Blastenia ammiospila","Blastenia","Blastenia ammiospila",TRUE
"Blepharostoma trichophyllum","Blepharostoma","Blepharostoma trichophyllum",TRUE
"Boii","Boii","Boii",FALSE
"Bossiaea foliosa","Bossiaea","Bossiaea foliosa",TRUE
"Botrychium lunaria","Botrychium","Botrychium lunaria",TRUE
"Boykinia richardsonii","Boykinia","Boykinia richardsonii",TRUE
"Brachyscome ","Brachyscome","Brachyscome",FALSE
"Brachyscome decipiens","Brachyscome","Brachyscome decipiens",TRUE
"Brachythecium","Brachythecium","Brachythecium",FALSE
"Brachythecium ","Brachythecium","Brachythecium",FALSE
"Brachythecium cirrosum","Brachythecium","Brachythecium cirrosum",TRUE
"Brachythecium salebrosum","Brachythecium","Brachythecium salebrosum",TRUE
"Brachythecium turgidum","Brachythecium","Brachythecium turgidum",TRUE
"Braya purpurascens","Braya","Braya purpurascens",TRUE
"Brideliella wahlenbergii","Brideliella","Brideliella wahlenbergii",TRUE
"Bromus pumpellianus","Bromus","Bromus pumpellianus",TRUE
"Bryanthus musciformis","Bryanthus","Bryanthus musciformis",TRUE
"Bryocaulon","Bryocaulon","Bryocaulon",FALSE
"Bryocaulon ","Bryocaulon","Bryocaulon",FALSE
"Bryocaulon divergens","Bryocaulon","Bryocaulon divergens",TRUE
"Bryoerythrophyllum recurvirostrum","Bryoerythrophyllum","Bryoerythrophyllum recurvirostrum",TRUE
"Bryophyte ","Bryophyte","Bryophyte",FALSE
"Bryoria nitidula","Bryoria","Bryoria nitidula",TRUE
"Bryum","Bryum","Bryum",FALSE
"Bryum ","Bryum","Bryum",FALSE
"Bryum argenteum","Bryum","Bryum argenteum",TRUE
"Bryum veronense","Bryum","Bryum veronense",TRUE
"Bupleurum americanum","Bupleurum","Bupleurum americanum",TRUE
"Bupleurum condensatum","Bupleurum","Bupleurum condensatum",TRUE
"Bupleurum euphorbioides","Bupleurum","Bupleurum euphorbioides",TRUE
"Bupleurum triradiatum","Bupleurum","Bupleurum triradiatum",TRUE
"Calamagrostis ","Calamagrostis","Calamagrostis",FALSE
"Calamagrostis arundinacea","Calamagrostis","Calamagrostis arundinacea",TRUE
"Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis",TRUE
"Calamagrostis canescens","Calamagrostis","Calamagrostis canescens",TRUE
"Calamagrostis holmii","Calamagrostis","Calamagrostis holmii",TRUE
"Calamagrostis inexpansa","Calamagrostis","Calamagrostis inexpansa",TRUE
"Calamagrostis lapponica","Calamagrostis","Calamagrostis lapponica",TRUE
"Calamagrostis purpurascens","Calamagrostis","Calamagrostis purpurascens",TRUE
"Calamagrostis purpurea","Calamagrostis","Calamagrostis purpurea",TRUE
"Calamagrostis stricta","Calamagrostis","Calamagrostis stricta",TRUE
"Calamagrostis villosa","Calamagrostis","Calamagrostis villosa",TRUE
"Calliergon","Calliergon","Calliergon",FALSE
"Calliergon cordifolium","Calliergon","Calliergon cordifolium",TRUE
"Calliergon giganteum","Calliergon","Calliergon giganteum",TRUE
"Calliergon richardsonii","Calliergon","Calliergon richardsonii",TRUE
"Calluna vulgaris","Calluna","Calluna vulgaris",TRUE
"Caloplaca","Caloplaca","Caloplaca",FALSE
"Caloplaca ","Caloplaca","Caloplaca",FALSE
"Caloplaca cerina","Caloplaca","Caloplaca cerina",TRUE
"Caltha leptosepala","Caltha","Caltha leptosepala",TRUE
"Caltha palustris","Caltha","Caltha palustris",TRUE
"Calypogeia ","Calypogeia","Calypogeia",FALSE
"Campanula","Campanula","Campanula",FALSE
"Campanula collina","Campanula","Campanula collina",TRUE
"Campanula dasyantha","Campanula","Campanula dasyantha",TRUE
"Campanula glomerata","Campanula","Campanula glomerata",TRUE
"Campanula lasiocarpa","Campanula","Campanula lasiocarpa",TRUE
"Campanula rotundifolia","Campanula","Campanula rotundifolia",TRUE
"Campanula scheuchzeri","Campanula","Campanula scheuchzeri",TRUE
"Campanula tridentata","Campanula","Campanula tridentata",TRUE
"Campanula uniflora","Campanula","Campanula uniflora",TRUE
"Campylium","Campylium","Campylium",FALSE
"Campylium ","Campylium","Campylium",FALSE
"Campylium bambergeri","Campylium","Campylium bambergeri",TRUE
"Campylium stellatum","Campylium","Campylium stellatum",TRUE
"Cardamine","Cardamine","Cardamine",FALSE
"Cardamine ","Cardamine","Cardamine",FALSE
"Cardamine bellidifolia","Cardamine","Cardamine bellidifolia",TRUE
"Cardamine digitata","Cardamine","Cardamine digitata",TRUE
"Cardamine nymanii","Cardamine","Cardamine nymanii",TRUE
"Cardamine pratensis","Cardamine","Cardamine pratensis",TRUE
"Carex","Carex","Carex",FALSE
"Carex ","Carex","Carex",FALSE
"Carex alatauensis","Carex","Carex alatauensis",TRUE
"Carex albonigra","Carex","Carex albonigra",TRUE
"Carex aquatilis","Carex","Carex aquatilis",TRUE
"Carex aquatilis × bigelowii","Carex","Carex aquatilis × bigelowii",TRUE
"Carex arctica","Carex","Carex arctica",TRUE
"Carex atrata","Carex","Carex atrata",TRUE
"Carex atrofusca","Carex","Carex atrofusca",TRUE
"Carex bigelowii","Carex","Carex bigelowii",TRUE
"Carex borealipolaris","Carex","Carex borealipolaris",TRUE
"Carex brevipes","Carex","Carex brevipes",TRUE
"Carex brunnescens","Carex","Carex brunnescens",TRUE
"Carex canescens","Carex","Carex canescens",TRUE
"Carex capillaris","Carex","Carex capillaris",TRUE
"Carex capillifolia","Carex","Carex capillifolia",TRUE
"Carex capitata","Carex","Carex capitata",TRUE
"Carex chalciolepis","Carex","Carex chalciolepis",TRUE
"Carex chordorrhiza","Carex","Carex chordorrhiza",TRUE
"Carex curvula","Carex","Carex curvula",TRUE
"Carex dioica","Carex","Carex dioica",TRUE
"Carex eleusinoides","Carex","Carex eleusinoides",TRUE
"Carex elynoides","Carex","Carex elynoides",TRUE
"Carex flacca","Carex","Carex flacca",TRUE
"Carex flava","Carex","Carex flava",TRUE
"Carex flavocuspis","Carex","Carex flavocuspis",TRUE
"Carex fuliginosa","Carex","Carex fuliginosa",TRUE
"Carex glacialis","Carex","Carex glacialis",TRUE
"Carex gynocrates","Carex","Carex gynocrates",TRUE
"Carex haydeniana","Carex","Carex haydeniana",TRUE
"Carex heteroneura","Carex","Carex heteroneura",TRUE
"Carex krausei","Carex","Carex krausei",TRUE
"Carex lachenalii","Carex","Carex lachenalii",TRUE
"Carex limosa","Carex","Carex limosa",TRUE
"Carex lyngbyei","Carex","Carex lyngbyei",TRUE
"Carex magellanica","Carex","Carex magellanica",TRUE
"Carex marina","Carex","Carex marina",TRUE
"Carex maritima","Carex","Carex maritima",TRUE
"Carex membranacea","Carex","Carex membranacea",TRUE
"Carex microchaeta","Carex","Carex microchaeta",TRUE
"Carex microglochin","Carex","Carex microglochin",TRUE
"Carex myosuroides","Carex","Carex myosuroides",TRUE
"Carex nardina","Carex","Carex nardina",TRUE
"Carex nelsonii","Carex","Carex nelsonii",TRUE
"Carex nigra","Carex","Carex nigra",TRUE
"Carex nigricans","Carex","Carex nigricans",TRUE
"Carex nodaeana","Carex","Carex nodaeana",TRUE
"Carex norvegica","Carex","Carex norvegica",TRUE
"Carex obtusata","Carex","Carex obtusata",TRUE
"Carex oreophila","Carex","Carex oreophila",TRUE
"Carex panicea","Carex","Carex panicea",TRUE
"Carex parallela","Carex","Carex parallela",TRUE
"Carex parviflora","Carex","Carex parviflora",TRUE
"Carex perglobosa","Carex","Carex perglobosa",TRUE
"Carex phaeocephala","Carex","Carex phaeocephala",TRUE
"Carex pilulifera","Carex","Carex pilulifera",TRUE
"Carex pyrenaica","Carex","Carex pyrenaica",TRUE
"Carex rariflora","Carex","Carex rariflora",TRUE
"Carex rostrata","Carex","Carex rostrata",TRUE
"Carex rotundata","Carex","Carex rotundata",TRUE
"Carex rupestris","Carex","Carex rupestris",TRUE
"Carex saxatilis","Carex","Carex saxatilis",TRUE
"Carex scirpoidea","Carex","Carex scirpoidea",TRUE
"Carex scopulorum","Carex","Carex scopulorum",TRUE
"Carex sempervirens","Carex","Carex sempervirens",TRUE
"Carex simpliciuscula","Carex","Carex simpliciuscula",TRUE
"Carex siroumensis","Carex","Carex siroumensis",TRUE
"Carex stenantha","Carex","Carex stenantha",TRUE
"Carex subspathacea","Carex","Carex subspathacea",TRUE
"Carex supina","Carex","Carex supina",TRUE
"Carex umbrosa","Carex","Carex umbrosa",TRUE
"Carex vaginata","Carex","Carex vaginata",TRUE
"Carex vesicaria","Carex","Carex vesicaria",TRUE
"Carex williamsii","Carex","Carex williamsii",TRUE
"Carum caucasicum","Carum","Carum caucasicum",TRUE
"Carum meifolium","Carum","Carum meifolium",TRUE
"Cassiope tetragona","Cassiope","Cassiope tetragona",TRUE
"Castilleja occidentalis","Castilleja","Castilleja occidentalis",TRUE
"Catabrosella variegata","Catabrosella","Catabrosella variegata",TRUE
"Catoscopium nigritum","Catoscopium","Catoscopium nigritum",TRUE
"Celmisia pugioniformis","Celmisia","Celmisia pugioniformis",TRUE
"Cephaloziella","Cephaloziella","Cephaloziella",FALSE
"Cephaloziella varians","Cephaloziella","Cephaloziella varians",TRUE
"Cerastium","Cerastium","Cerastium",FALSE
"Cerastium alpinum","Cerastium","Cerastium alpinum",TRUE
"Cerastium arcticum","Cerastium","Cerastium arcticum",TRUE
"Cerastium arvense","Cerastium","Cerastium arvense",TRUE
"Cerastium beeringianum","Cerastium","Cerastium beeringianum",TRUE
"Cerastium elongatum","Cerastium","Cerastium elongatum",TRUE
"Cerastium fontanum","Cerastium","Cerastium fontanum",TRUE
"Cerastium glomeratum","Cerastium","Cerastium glomeratum",TRUE
"Cerastium purpurascens","Cerastium","Cerastium purpurascens",TRUE
"Cerastium regelii","Cerastium","Cerastium regelii",TRUE
"Cerastium_regelii","Cerastium_regelii","Cerastium_regelii",FALSE
"Ceratodon purpureus","Ceratodon","Ceratodon purpureus",TRUE
"Cetraria","Cetraria","Cetraria",FALSE
"Cetraria ","Cetraria","Cetraria",FALSE
"Cetraria aculeata","Cetraria","Cetraria aculeata",TRUE
"Cetraria andrejevii","Cetraria","Cetraria andrejevii",TRUE
"Cetraria cornuta","Cetraria","Cetraria cornuta",TRUE
"Cetraria ericetorum","Cetraria","Cetraria ericetorum",TRUE
"Cetraria islandica","Cetraria","Cetraria islandica",TRUE
"Cetraria laevigata","Cetraria","Cetraria laevigata",TRUE
"Cetraria muricata","Cetraria","Cetraria muricata",TRUE
"Cetraria nigricans","Cetraria","Cetraria nigricans",TRUE
"Cetraria that is brown","Cetraria","Cetraria that is brown",TRUE
"Cetrariella delisei","Cetrariella","Cetrariella delisei",TRUE
"Cetrariella fastigiata","Cetrariella","Cetrariella fastigiata",TRUE
"Chaerophyllum eriopodum","Chaerophyllum","Chaerophyllum eriopodum",TRUE
"Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium",TRUE
"Chamaenerion latifolium","Chamaenerion","Chamaenerion latifolium",TRUE
"Chamorchis alpina","Chamorchis","Chamorchis alpina",TRUE
"Cherleria arctica","Cherleria","Cherleria arctica",TRUE
"Cherleria biflora","Cherleria","Cherleria biflora",TRUE
"Cherleria circassica","Cherleria","Cherleria circassica",TRUE
"Cherleria obtusiloba","Cherleria","Cherleria obtusiloba",TRUE
"Chiloscyphus pallescens","Chiloscyphus","Chiloscyphus pallescens",TRUE
"Chionophila jamesii","Chionophila","Chionophila jamesii",TRUE
"Chrysanthemum oreastrum","Chrysanthemum","Chrysanthemum oreastrum",TRUE
"Chrysosplenium tetrandrum","Chrysosplenium","Chrysosplenium tetrandrum",TRUE
"Cinclidium latifolium","Cinclidium","Cinclidium latifolium",TRUE
"Cinclidium subrotundum","Cinclidium","Cinclidium subrotundum",TRUE
"Cinna latifolia","Cinna","Cinna latifolia",TRUE
"Cirsium","Cirsium","Cirsium",FALSE
"Cirsium helenioides","Cirsium","Cirsium helenioides",TRUE
"Cladina","Cladina","Cladina",FALSE
"Cladina ","Cladina","Cladina",FALSE
"Cladina (brown)","Cladina","Cladina (brown)",TRUE
"Cladina mitis","Cladina","Cladina mitis",TRUE
"Cladonia","Cladonia","Cladonia",FALSE
"Cladonia ","Cladonia","Cladonia",FALSE
"Cladonia amaurocraea","Cladonia","Cladonia amaurocraea",TRUE
"Cladonia arbuscula","Cladonia","Cladonia arbuscula",TRUE
"Cladonia bellidiflora","Cladonia","Cladonia bellidiflora",TRUE
"Cladonia borealis","Cladonia","Cladonia borealis",TRUE
"Cladonia carneola","Cladonia","Cladonia carneola",TRUE
"Cladonia cenotea","Cladonia","Cladonia cenotea",TRUE
"Cladonia chlorophaea","Cladonia","Cladonia chlorophaea",TRUE
"Cladonia coccifera","Cladonia","Cladonia coccifera",TRUE
"Cladonia cornuta","Cladonia","Cladonia cornuta",TRUE
"Cladonia crispata","Cladonia","Cladonia crispata",TRUE
"Cladonia crustose","Cladonia","Cladonia crustose",TRUE
"Cladonia cucullata","Cladonia","Cladonia cucullata",TRUE
"Cladonia cyanipes","Cladonia","Cladonia cyanipes",TRUE
"Cladonia cyathomorpha","Cladonia","Cladonia cyathomorpha",TRUE
"Cladonia deformis","Cladonia","Cladonia deformis",TRUE
"Cladonia diversa","Cladonia","Cladonia diversa",TRUE
"Cladonia ecmocyna","Cladonia","Cladonia ecmocyna",TRUE
"Cladonia fimbriata","Cladonia","Cladonia fimbriata",TRUE
"Cladonia floerkeana","Cladonia","Cladonia floerkeana",TRUE
"Cladonia furcata","Cladonia","Cladonia furcata",TRUE
"Cladonia gracilis","Cladonia","Cladonia gracilis",TRUE
"Cladonia grayi","Cladonia","Cladonia grayi",TRUE
"Cladonia macrophylla","Cladonia","Cladonia macrophylla",TRUE
"Cladonia merochlorophaea","Cladonia","Cladonia merochlorophaea",TRUE
"Cladonia mitis","Cladonia","Cladonia mitis",TRUE
"Cladonia pleurota","Cladonia","Cladonia pleurota",TRUE
"Cladonia pocillum","Cladonia","Cladonia pocillum",TRUE
"Cladonia pyxidata","Cladonia","Cladonia pyxidata",TRUE
"Cladonia ramulosa","Cladonia","Cladonia ramulosa",TRUE
"Cladonia rangiferina","Cladonia","Cladonia rangiferina",TRUE
"Cladonia squamosa","Cladonia","Cladonia squamosa",TRUE
"Cladonia stellaris","Cladonia","Cladonia stellaris",TRUE
"Cladonia straminea","Cladonia","Cladonia straminea",TRUE
"Cladonia stygia","Cladonia","Cladonia stygia",TRUE
"Cladonia subfurcata","Cladonia","Cladonia subfurcata",TRUE
"Cladonia subulata","Cladonia","Cladonia subulata",TRUE
"Cladonia sulphurina","Cladonia","Cladonia sulphurina",TRUE
"Cladonia symphycarpa","Cladonia","Cladonia symphycarpa",TRUE
"Cladonia uncialis","Cladonia","Cladonia uncialis",TRUE
"Claytonia sarmentosa","Claytonia","Claytonia sarmentosa",TRUE
"Claytonia sibirica","Claytonia","Claytonia sibirica",TRUE
